feature,shap_value,abs_shap_value,customer_id,churn_probability
cat__city_Phillipsville,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Port Hueneme,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Port Costa,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Pope Valley,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Pomona,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Pollock Pines,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Point Reyes Station,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Point Arena,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Plymouth,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Pleasanton,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Pleasant Hill,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Pleasant Grove,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Playa Del Rey,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Platina,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Planada,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Placerville,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Placentia,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Rancho Cucamonga,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Rancho Cordova,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Ranchita,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Ramona,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Raisin City,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Quincy,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Princeton,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Prather,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Poway,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Potter Valley,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Potrero,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Posey,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Portola Valley,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Portola,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Porterville,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Porter Ranch,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Reedley,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Redwood Valley,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Redwood City,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Redway,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Redondo Beach,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Redlands,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Redding,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Redcrest,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Red Bluff,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Raymond,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Ravendale,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Randsburg,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Rancho Santa Margarita,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Rancho Santa Fe,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Rancho Palos Verdes,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Rancho Mirage,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Riverdale,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Riverbank,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_River Pines,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Ripon,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Rio Vista,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Rio Oso,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Rio Nido,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Rio Linda,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Rio Dell,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Ridgecrest,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Richvale,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Richmond,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Richgrove,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Rialto,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Reseda,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Rescue,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Salyer,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Salton City,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Salinas,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Salida,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Saint Helena,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Westport,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Running Springs,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Rowland Heights,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Round Mountain,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Rough And Ready,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Roseville,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Rosemead,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Rosamond,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Rohnert Park,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Rodeo,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Rocklin,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Samoa,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Annapolis,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Angwin,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Angelus Oaks,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Angels Camp,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Anderson,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Amboy,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Amador City,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Alviso,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Alturas,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Altadena,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Alta,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Alpine,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Alpaugh,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Alleghany,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Aliso Viejo,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Yreka,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_San Joaquin,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_San Jacinto,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_San Gregorio,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_San Geronimo,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_San Gabriel,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Windsor,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_San Fernando,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_San Dimas,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_San Clemente,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_San Carlos,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_San Bruno,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_San Bernardino,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_San Ardo,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_San Anselmo,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_San Andreas,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_San Ramon,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_San Rafael,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_San Quentin,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_San Pedro,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_San Pablo,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_San Miguel,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_San Mateo,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_San Martin,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_San Marino,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_San Marcos,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_San Luis Obispo,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_San Lucas,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_San Lorenzo,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_San Leandro,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_San Juan Capistrano,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_San Juan Bautista,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Santa Ysabel,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Santa Ynez,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Santa Rosa,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Santa Paula,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Santa Monica,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Santa Maria,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Santa Margarita,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Santa Fe Springs,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Santa Cruz,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Santa Clarita,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Santa Clara,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Santa Barbara,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Santa Ana,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Sanger,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_San Ysidro,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_San Simeon,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Shasta,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Shandon,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Shafter,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Sequoia National Park,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Selma,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Seiad Valley,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Seeley,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Sebastopol,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Seaside,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Seal Beach,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Scotts Valley,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Scott Bar,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Scotia,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Sausalito,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Saratoga,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Santee,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Smith River,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Smartville,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Sloughhouse,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Simi Valley,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Silverado,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Sierraville,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Sierra Madre,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Sierra City,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Shoshone,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Shingletown,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Shingle Springs,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Sherman Oaks,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Sheridan,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Sheep Ranch,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Shaver Lake,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Shasta Lake,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_South Lake Tahoe,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_South Gate,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_South El Monte,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_South Dos Palos,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Soulsbyville,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Soquel,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Sonora,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Sonoma,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Somis,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Somes Bar,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Somerset,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Solvang,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Soledad,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Solana Beach,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Soda Springs,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Snelling,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Strathmore,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Stratford,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Stonyford,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Stockton,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Stirling City,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Stinson Beach,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Stevinson,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Stevenson Ranch,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Stanton,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Stanford,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Standish,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Squaw Valley,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Springville,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Spring Valley,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_South San Francisco,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_South Pasadena,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Sutter Creek,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Sutter,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Susanville,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Surfside,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Sunset Beach,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Sunol,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Sunnyvale,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Sunland,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Sun Valley,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Sun City,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Summerland,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Sultana,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Suisun City,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Sugarloaf,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Studio City,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Strawberry Valley,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Terra Bella,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Termo,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Templeton,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Temple City,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Temecula,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Tehama,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Tehachapi,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Tecopa,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Tecate,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Taylorsville,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Tarzana,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Tahoma,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Tahoe Vista,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Tahoe City,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Taft,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Sylmar,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Traver,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Tranquillity,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Tracy,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Trabuco Canyon,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Torrance,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Topaz,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Topanga,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Tomales,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Tollhouse,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Tipton,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Three Rivers,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Thousand Palms,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Thousand Oaks,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Thornton,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Thermal,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_The Sea Ranch,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Twin Bridges,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Twentynine Palms,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Twain Harte,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Twain,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Tustin,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Turlock,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Tupman,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Tuolumne,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Tulelake,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Tulare,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Tujunga,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Truckee,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Trona,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Trinity Center,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Trinidad,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Travis Afb,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Ventura,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Venice,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Van Nuys,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Valyermo,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Valley Village,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Valley Springs,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Valley Ford,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Valley Center,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Vallejo,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Vallecito,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Valencia,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Vacaville,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Upper Lake,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Upland,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Union City,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Ukiah,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Waterford,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Washington,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Wasco,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Warner Springs,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Walnut Grove,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Walnut Creek,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Walnut,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Wallace,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Volcano,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Vista,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Visalia,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Vina,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Villa Park,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Vidal,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Victorville,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Vernalis,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Westmorland,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Westminster,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Westley,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Westlake Village,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_West Sacramento,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_West Point,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_West Hollywood,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_West Hills,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_West Covina,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Weott,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Wendel,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Weldon,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Weimar,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Weed,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Weaverville,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Watsonville,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Winchester,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Agoura Hills,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Woody,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Woodland Hills,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Woodland,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Woodlake,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Woodbridge,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Woodacre,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Wofford Heights,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Witter Springs,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Wishon,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Winton,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Winters,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Winterhaven,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Winnetka,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Acampo,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Acton,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Yountville,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Yosemite National Park,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Yorkville,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Yorba Linda,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Yermo,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Wrightwood,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Alhambra,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Alderpoint,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Albion,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Albany,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Alamo,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Alameda,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Ahwahnee,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Aguanga,0.0,0.0,3551-GAEGL,0.0006535782
cat__city_Adelanto,0.0,0.0,3551-GAEGL,0.0006535782
