customer_id,churn_label,churn_value,churn_score,cltv,churn_reason
8791-GFXLZ,0,0,70,4244,
9330-DHBFL,0,0,22,2072,
0098-BOWSO,0,0,39,3792,
3452-ABWRL,0,0,69,5527,
5859-HZYLF,0,0,58,4347,
3156-QLHBO,0,0,45,4725,
2208-NQBCT,0,0,72,2817,
1779-PWPMG,0,0,29,5408,
6621-NRZAK,0,0,56,5975,
0831-JNISG,0,0,20,5406,
0774-IFUVM,0,0,42,5942,
3082-WQRVY,0,0,66,2962,
9553-DLCLU,0,0,27,5407,
1641-BYBTK,0,0,75,3478,
2460-NGXBJ,0,0,28,5193,
2446-ZKVAF,0,0,59,5558,
3522-CDKHF,0,0,76,3131,
1430-SFQSA,0,0,74,3898,
0411-EZJZE,0,0,31,4830,
8807-ARQET,0,0,79,2454,
8992-CEUEN,0,0,37,5084,
4320-QMLLA,0,0,20,3481,
8777-PVYGU,0,0,73,4405,
8292-ITGYJ,0,0,67,3043,
6870-ZWMNX,0,0,67,5115,
0621-CXBKL,0,0,54,4116,
5268-DSMNQ,0,0,50,5428,
5334-JLAXU,0,0,62,5267,
6242-MBHPK,0,0,66,4025,
9359-UGBTK,0,0,50,4910,
4782-OSFXZ,0,0,20,5089,
6479-OAUSD,0,0,22,2130,
7129-ACFOG,0,0,78,2182,
4189-NAKJS,0,0,36,3130,
5562-BETPV,0,0,53,2539,
1282-IHQAC,0,0,68,4022,
9127-FHJBZ,0,0,29,4558,
1641-RQDAY,0,0,59,4848,
6994-ORCWG,0,0,44,4423,
1346-UFHAX,0,0,78,5577,
2933-XEUJM,0,0,63,2007,
5461-QKNTN,0,0,63,2040,
4835-YSJMR,0,0,51,2202,
3164-YAXFY,0,0,58,5594,
0887-WBJVH,0,0,20,4700,
4660-IRIBM,0,0,33,5192,
7670-ZBPOQ,0,0,46,4411,
8089-UZWLX,0,0,70,4113,
0080-OROZO,0,0,36,3244,
3916-NRPAP,0,0,33,5806,
6807-SIWJI,0,0,35,2709,
8221-HVAYI,0,0,61,3945,
5232-NXPAY,0,0,55,3459,
8967-SZQAS,0,0,48,3185,
4468-KAZHE,0,0,37,2399,
0455-ENTCR,0,0,38,5012,
8944-AILEF,0,0,67,2483,
5542-NKVRU,0,0,57,2574,
7126-RBHSD,0,0,38,2362,
5370-IIVVL,0,0,21,4812,
6789-HJBWG,0,0,70,5007,
9087-EYCPR,0,0,24,6355,
6791-YBNAK,0,0,28,4134,
6077-BDPXA,0,0,26,2228,
0013-MHZWF,0,0,55,5108,
8268-YDIXR,0,0,56,4778,
4291-SHSBH,0,0,71,4704,
6980-IMXXE,0,0,34,5267,
0040-HALCW,0,0,60,6393,
0784-GTUUK,0,0,66,4811,
2294-DMMUS,0,0,37,5057,
0872-JCPIB,0,0,63,3921,
3055-MJDSB,0,0,49,2323,
9091-WTUUY,0,0,25,4226,
7115-IRDHS,0,0,66,5065,
8496-DMZUK,0,0,78,3171,
2040-VZIKE,0,0,53,5417,
9068-VPWQQ,0,0,35,6466,
0178-SZBHO,0,0,76,3760,
0384-RVBPI,0,0,80,2120,
1299-AURJA,0,0,59,5907,
4525-VZCZG,0,0,35,5915,
1543-LLLFT,0,0,74,5413,
2788-CJQAQ,0,0,37,3799,
0319-QZTCO,0,0,52,3654,
2120-SMPEX,0,0,58,3848,
0096-FCPUF,0,0,48,5039,
0668-OGMHD,0,0,77,3766,
6507-ZJSUR,0,0,24,5272,
9408-HRXRK,0,0,22,5915,
5593-SUAOO,0,0,53,2404,
6766-HFKLA,0,0,34,4534,
7617-EYGLW,0,0,64,5820,
9220-ZNKJI,0,0,73,4291,
2226-ICFDO,0,0,72,6361,
0723-VSOBE,0,0,38,5715,
5529-GIBVH,0,0,74,2618,
9992-UJOEL,0,0,33,5870,
4741-WWJQZ,0,0,26,5251,
6625-UTXEW,0,0,57,3097,
6244-BESBM,0,0,34,6166,
1004-NOZNR,0,0,59,5693,
1251-STYSZ,0,0,20,3828,
2612-PHGOX,0,0,26,4222,
8480-PPONV,0,0,25,6349,
8780-IHCRN,0,0,40,4392,
4598-ZADCK,0,0,28,5183,
1257-SXUXQ,0,0,79,4573,
9681-KYGYB,0,0,24,5987,
7182-OVLBJ,0,0,36,5735,
5095-ETBRJ,0,0,33,4702,
7005-CYUIL,0,0,29,4964,
4821-WQOYN,0,0,41,4603,
4730-AWNAU,0,0,69,3671,
3452-FLHYD,0,0,77,5682,
2388-LAESQ,0,0,26,4796,
9531-NSBMR,0,0,79,4904,
6260-ONULR,0,0,36,2438,
4389-UEFCZ,0,0,62,5551,
8711-LOBKY,0,0,59,6144,
8985-OOPOS,0,0,23,2900,
8800-ZKRFW,0,0,51,3094,
2616-FLVQC,0,0,27,6036,
9968-FFVVH,0,0,40,5082,
3108-PCCGG,0,0,25,5856,
8390-FESFV,0,0,61,5466,
3022-BEXHZ,0,0,71,6060,
6248-TKCQV,0,0,68,5880,
6729-GDNGC,0,0,73,3111,
6198-ZFIOJ,0,0,27,3469,
5989-OMNJE,0,0,70,5623,
1291-CUOCY,0,0,64,5444,
9795-SHUHB,0,0,79,5313,
3230-IUALN,0,0,56,2934,
0042-RLHYP,0,0,76,4131,
4945-RVMTE,0,0,37,3354,
1866-NXPSP,0,0,22,3235,
3941-XTSKM,0,0,71,3844,
1661-CZBAU,0,0,56,2667,
5158-RIVOP,0,0,63,5359,
9788-YTFGE,0,0,38,3331,
9277-JOOMO,0,0,56,5756,
1907-YLNYW,0,0,35,4490,
8947-YRTDV,0,0,52,5288,
3161-ONRWK,0,0,48,4053,
0114-RSRRW,0,0,54,3831,
4565-NLZBV,0,0,42,4015,
6682-VCIXC,0,0,43,5656,
6475-VHUIZ,0,0,49,5140,
3910-MRQOY,0,0,79,5398,
0661-WCQNQ,0,0,28,3733,
7537-RBWEA,0,0,45,3513,
4656-CAURT,0,0,31,6059,
0121-SNYRK,0,0,36,5052,
3733-LSYCE,0,0,67,4891,
6265-FRMTQ,0,0,29,5363,
2017-CCBLH,0,0,71,3087,
7690-KPNCU,0,0,28,4515,
0536-BGFMZ,0,0,41,5145,
2293-IJWPS,0,0,31,6354,
5469-NUJUR,0,0,50,2831,
2625-TRCZQ,0,0,30,5528,
4102-HLENU,0,0,20,5441,
7266-GSSJX,0,0,28,2606,
7722-VJRQD,0,0,21,4147,
7073-QETQY,0,0,22,4845,
5624-RYAMH,0,0,64,4283,
0196-JTUQI,0,0,68,5841,
7130-YXBRO,0,0,74,2319,
9272-LSVYH,0,0,78,3963,
3084-DOWLE,0,0,42,6434,
1084-MNSMJ,0,0,43,6261,
4238-HFHSN,0,0,33,4250,
6250-CGGUN,0,0,31,4154,
5478-JJVZK,0,0,36,3009,
7596-IIWYC,0,0,79,5250,
9793-WECQC,0,0,68,5029,
4291-HPAXL,0,0,75,4840,
8999-YPYBV,0,0,35,3403,
1839-FBNFR,0,0,72,3032,
3071-MVJCD,0,0,60,4162,
1697-BCSHV,0,0,70,6433,
0562-KBDVM,0,0,26,4442,
1131-SUEKT,0,0,64,4000,
3717-OEAUQ,0,0,38,2388,
4538-WNTMJ,0,0,58,3979,
9432-RUVSL,0,0,75,3262,
8060-HIWJJ,0,0,57,4934,
7684-XSZIY,0,0,43,5160,
9089-UOWJG,0,0,29,5068,
8039-ACLPL,0,0,52,4505,
9885-AIBVB,0,0,70,2568,
1934-MKPXS,0,0,59,3636,
2592-YKDIF,0,0,72,5774,
2272-JKMSI,0,0,49,4306,
8714-CTZJW,0,0,80,3154,
3569-EDBPQ,0,0,31,2198,
3131-NWVFJ,0,0,47,5620,
7521-YXVZY,0,0,77,4430,
2373-NTKOD,0,0,60,3026,
1970-KKFWL,0,0,78,2416,
9337-SRRNI,0,0,56,6019,
0895-UADGO,0,0,66,5489,
5678-VFNEQ,0,0,45,4695,
5977-CKHON,0,0,37,3853,
2692-BUCFV,0,0,76,5285,
1830-GGFNM,0,0,36,4603,
5302-BDJNT,0,0,27,3715,
5223-UZAVK,0,0,77,4986,
4859-ZSRDZ,0,0,69,4080,
5651-WYIPH,0,0,71,3283,
9350-VLHMB,0,0,45,6111,
3498-LZGQZ,0,0,38,6373,
8785-CJSHH,0,0,38,6213,
3870-SPZSI,0,0,54,4203,
7560-QRBXH,0,0,21,3396,
7077-XJMET,0,0,52,5426,
8752-GHJFU,0,0,66,4322,
6896-SRVYQ,0,0,48,4374,
4652-ODEVH,0,0,57,3586,
6510-UPNKS,0,0,46,4402,
6718-BDGHG,0,0,72,4000,
9046-DQMTP,0,0,75,5876,
6439-LAJXL,0,0,29,2452,
9052-VKDUW,0,0,39,4452,
1666-JZPZT,0,0,51,5428,
5777-KJIRB,0,0,25,2449,
7677-SJJJK,0,0,29,3152,
2480-EJWYP,0,0,23,6019,
3253-HKOKL,0,0,29,4811,
7055-HNEOJ,0,0,48,2662,
5514-YQENT,0,0,32,5038,
3211-AAPKX,0,0,42,3300,
8445-DNBAE,0,0,61,5523,
2958-NHPPS,0,0,53,4263,
6806-YDEUL,0,0,77,3288,
1735-XMJVH,0,0,58,5416,
6890-PFRQX,0,0,24,4466,
0222-CNVPT,0,0,67,4865,
5899-OUVKV,0,0,42,3949,
8681-ICONS,0,0,72,4667,
1621-YNCJH,0,0,25,4505,
6362-QHAFM,0,0,63,5106,
3070-BDOQC,0,0,41,4616,
6234-PFPXL,0,0,56,3207,
9824-QCJPK,0,0,60,4175,
4283-IVYCI,0,0,66,3013,
1866-OBPNR,0,0,22,5494,
8205-MQUGY,0,0,37,3582,
8970-ANWXO,0,0,28,3483,
9480-BQJEI,0,0,58,6468,
6979-TNDEU,0,0,42,2879,
9777-WJJPR,0,0,48,4821,
9495-SKLKD,0,0,63,5322,
6048-UWKAL,0,0,45,5467,
5067-DGXLL,0,0,59,5736,
6281-FKEWS,0,0,68,3910,
8898-KASCD,0,0,76,3752,
9242-TKFSV,0,0,30,4969,
9290-SHCMB,0,0,28,3098,
0743-HNPFG,0,0,50,5628,
2277-BKJKN,0,0,23,4951,
5035-PGZXH,0,0,49,6161,
8695-WDYEA,0,0,57,4483,
6543-JXSOO,0,0,22,3794,
8016-ZMGMO,0,0,37,5572,
8605-ITULD,0,0,31,5750,
6416-YJTTB,0,0,57,2278,
4472-VESGY,0,0,48,5123,
3195-TQDZX,0,0,42,4050,
3128-YOVTD,0,0,64,6321,
1728-CXQBE,0,0,63,6020,
7041-TXQJH,0,0,20,5924,
5014-GSOUQ,0,0,63,2884,
5724-BIDBU,0,0,26,5601,
0481-SUMCB,0,0,69,5391,
1769-GRUIK,0,0,28,4911,
8819-WFGGJ,0,0,30,4601,
7427-AUFPY,0,0,70,5708,
2811-POVEX,0,0,70,3937,
7898-PDWQE,0,0,20,5228,
9972-EWRJS,0,0,61,5154,
9314-IJWSQ,0,0,80,2452,
5799-JRCZO,0,0,44,4370,
1921-KYSAY,0,0,34,4572,
6198-RTPMF,0,0,32,4756,
2924-KHUVI,0,0,61,4847,
1925-GMVBW,0,0,23,5967,
6184-DYUOB,0,0,29,2941,
9207-ZPANB,0,0,37,5042,
9327-QSDED,0,0,60,3266,
1656-DRSMG,0,0,66,5775,
3012-VFFMN,0,0,74,4058,
2984-AFWNC,0,0,70,2813,
0640-YJTPY,0,0,71,4974,
8096-LOIST,0,0,38,3384,
9764-REAFF,0,0,20,4375,
7107-UBYKY,0,0,49,4194,
4881-GQJTW,0,0,40,2847,
7876-DNYAP,0,0,36,5423,
7905-NJMXS,0,0,74,5116,
2882-WDTBA,0,0,75,5839,
2091-GPPIQ,0,0,76,5050,
5071-FBJFS,0,0,73,3147,
2796-UUZZO,0,0,66,5157,
2429-AYKKO,0,0,22,4790,
9798-OPFEM,0,0,37,4791,
3794-NFNCH,0,0,29,4715,
5193-QLVZB,0,0,30,5882,
7114-AEOZE,0,0,58,6213,
5522-NYKPB,0,0,79,3153,
9957-YODKZ,0,0,68,5611,
6518-KZXCB,0,0,61,3403,
2245-ADZFJ,0,0,24,3491,
7776-QGYJC,0,0,25,2042,
9313-QOLTZ,0,0,51,5895,
4672-FOTSD,0,0,56,4334,
9818-XQCUV,0,0,61,5994,
7338-ERIVA,0,0,61,4003,
8259-NFJTV,0,0,45,5996,
3223-DWFIO,0,0,26,4140,
6968-GMKPR,0,0,80,5167,
4751-ERMAN,0,0,35,4171,
1436-ZMJAN,0,0,79,2709,
3292-PBZEJ,0,0,28,3175,
0799-DDIHE,0,0,68,3103,
3070-FNFZQ,0,0,33,4698,
2812-SFXMJ,0,0,27,4221,
5014-WUQMG,0,0,68,5793,
5312-TSZVC,0,0,34,4818,
0993-OSGPT,0,0,24,6418,
7108-DGVUU,0,0,38,2784,
2782-JEEBU,0,0,64,3378,
5127-BZENZ,0,0,26,4775,
2720-FVBQP,0,0,30,3061,
9906-NHHVC,0,0,76,5693,
4522-XRWWI,0,0,62,4397,
3766-EJLFL,0,0,80,6391,
5939-SXWHM,0,0,72,2111,
8152-UOBNY,0,0,59,5746,
7351-KYHQH,0,0,37,4615,
7643-RCHXS,0,0,23,4566,
8246-SHFGA,0,0,78,2842,
0620-XEFWH,0,0,63,5279,
6485-QXWWE,0,0,46,4535,
7321-VGNKU,0,0,39,4917,
5327-CNLUQ,0,0,38,2613,
7552-KEYGT,0,0,44,4430,
5816-JMLGY,0,0,28,6367,
2927-QRRQV,0,0,79,4120,
6265-SXWBU,0,0,74,5561,
7941-RCJOW,0,0,76,4309,
6374-NTQLP,0,0,54,5092,
2387-KDZQY,0,0,51,2185,
3584-WKTTW,0,0,35,4053,
3399-BMLVW,0,0,75,4994,
1971-DTCZB,0,0,54,6091,
3374-PZLXD,0,0,73,4136,
3813-DHBBB,0,0,77,6395,
2812-REYAT,0,0,72,5579,
6518-PPLMZ,0,0,73,4497,
4939-KYYPY,0,0,23,4818,
5930-GBIWP,0,0,45,5286,
6022-KOUQO,0,0,22,4998,
2361-UPSND,0,0,52,5433,
6035-RIIOM,0,0,55,4971,
9504-DSHWM,0,0,58,5924,
5035-BVCXS,0,0,70,4278,
6267-DCFFZ,0,0,39,3792,
3533-UVMOM,0,0,43,5036,
2439-LYPMQ,0,0,40,5469,
1478-VPOAD,0,0,31,4633,
9995-HOTOH,0,0,20,5639,
2988-PLAHS,0,0,67,2754,
1371-OJCEK,0,0,70,4200,
4999-IEZLT,0,0,55,5112,
8883-ANODQ,0,0,34,5045,
2351-RRBUE,0,0,70,3575,
5980-BDHPY,0,0,76,5993,
1498-DQNRX,0,0,59,2712,
9469-WEJBT,0,0,76,3347,
2581-VKIRT,0,0,35,5631,
7426-WEIJX,0,0,71,6214,
2851-MMUTZ,0,0,69,3056,
3307-TLCUD,0,0,45,4207,
6625-FLENO,0,0,20,4927,
2967-MXRAV,0,0,51,5160,
8189-HBVRW,0,0,20,5249,
4163-KIUHY,0,0,56,2980,
3500-NSDOA,0,0,61,5540,
1171-TYKUR,0,0,33,3159,
3761-FLYZI,0,0,64,5225,
1219-NNDDO,0,0,38,4834,
8388-DMKAE,0,0,37,2653,
4403-BWPAY,0,0,22,4527,
9659-QEQSY,0,0,75,3974,
5405-ZMYXQ,0,0,57,2142,
1442-OKRJE,0,0,80,4663,
4737-AQCPU,0,0,42,4658,
2808-CHTDM,0,0,67,2267,
0793-TWELN,0,0,62,2841,
3283-WCWXT,0,0,52,2882,
1060-ENTOF,0,0,64,5703,
0999-QXNSA,0,0,57,3779,
5451-MHQOF,0,0,78,5623,
4836-WNFNO,0,0,35,6126,
9225-BZLNZ,0,0,52,6275,
0354-VXMJC,0,0,35,4617,
4422-QVIJA,0,0,74,5879,
9365-SRSZE,0,0,65,2534,
8332-OSJDW,0,0,65,3277,
4735-BJKOU,0,0,64,3915,
0274-JKUJR,0,0,76,3332,
5740-YHGTW,0,0,49,4551,
8917-SZTTJ,0,0,50,6315,
1696-MZVAU,0,0,21,4259,
7359-WWYJV,0,0,53,6274,
4906-ZHGPK,0,0,77,5276,
3795-GWTRD,0,0,64,4626,
1298-PHBTI,0,0,43,5952,
6223-DHJGV,0,0,49,5956,
6961-MJKBO,0,0,72,4342,
8158-WPEZG,0,0,61,4986,
4918-FYJNT,0,0,42,5140,
0727-BNRLG,0,0,20,5709,
4854-CIDCF,0,0,74,2868,
3280-MRDOF,0,0,75,3415,
6435-SRWBJ,0,0,36,5269,
9964-WBQDJ,0,0,56,4412,
6303-KFWSL,0,0,55,5481,
1702-CCFNJ,0,0,49,4729,
8932-CZHRQ,0,0,33,5395,
0386-CWRGM,0,0,47,2320,
5515-RUGKN,0,0,53,5317,
0404-AHASP,0,0,36,6436,
7279-NMVJC,0,0,70,2093,
2081-VEYEH,0,0,70,5653,
6407-UTSLV,0,0,53,2885,
9060-HJJRW,0,0,62,4380,
2587-YNLES,0,0,42,5874,
7398-SKNQZ,0,0,58,2330,
5935-FCCNB,0,0,54,4425,
1958-RNRKS,0,0,45,3712,
5136-RGMZO,0,0,37,4443,
8345-MVDYC,0,0,41,5937,
8226-BXGES,0,0,67,5519,
9705-IOVQQ,0,0,20,5177,
1015-OWJKI,0,0,59,5279,
2040-XBAVJ,0,0,32,4700,
8887-IPQNC,0,0,58,5014,
8646-JCOMS,0,0,38,4958,
1222-KJNZD,0,0,72,5918,
0106-GHRQR,0,0,39,3360,
3768-VHXQO,0,0,51,4833,
8952-WCVCD,0,0,65,2719,
2418-TPEUN,0,0,59,4681,
3963-RYFNS,0,0,20,5567,
8540-ZQGEA,0,0,40,4212,
1320-REHCS,0,0,46,4993,
4137-JOPHL,0,0,45,5306,
7801-CEDNV,0,0,30,3560,
2057-BOYKM,0,0,78,5153,
3658-QQJYD,0,0,77,5974,
1803-BGNBD,0,0,63,3854,
0134-XWXCE,0,0,71,3253,
6950-TWMYB,0,0,48,4387,
5848-FHRFC,0,0,63,5740,
2243-FNMMI,0,0,32,4958,
2511-MORQY,0,0,41,4322,
5356-KZCKT,0,0,38,6490,
9470-XCCEM,0,0,34,2622,
6519-CFDBX,0,0,45,4964,
3902-MIVLE,0,0,62,5113,
0409-WTMPL,0,0,55,4761,
8763-KIAFH,0,0,31,2269,
3669-WHAFY,0,0,24,4144,
3055-VTCGS,0,0,63,6312,
3144-KMTWZ,0,0,63,6035,
2007-QVGAW,0,0,27,6303,
5207-PLSTK,0,0,58,5068,
2307-FYNNL,0,0,29,5692,
5605-XNWEN,0,0,69,4055,
2155-AMQRX,0,0,26,2885,
6181-AXXYF,0,0,71,4185,
5091-HFAZW,0,0,52,2686,
2519-LBNQL,0,0,73,4040,
8623-ULFNQ,0,0,43,3225,
1568-LJSZU,0,0,43,4451,
7789-HKSBS,0,0,36,5573,
7416-CKTEP,0,0,77,6064,
2586-CWXVV,0,0,78,4778,
2348-KCJLT,0,0,21,2059,
8401-EMUWF,0,0,36,4701,
4193-IBKSW,0,0,67,6232,
5377-NDTOU,0,0,39,4644,
2474-LCNUE,0,0,61,2590,
0839-QNXME,0,0,78,3986,
3506-OVLKD,0,0,80,4419,
6650-VJONK,0,0,39,5913,
2178-PMGCJ,0,0,32,4838,
7492-TAFJD,0,0,70,3345,
2773-MADBQ,0,0,40,2751,
6016-LVTJQ,0,0,74,5099,
7860-KSUGX,0,0,74,6330,
8966-KZXXA,0,0,45,3040,
5149-QYTTU,0,0,41,5647,
2070-XYMFH,0,0,50,3558,
2085-BOJKI,0,0,37,5228,
0817-HSUSE,0,0,43,2954,
5442-PPTJY,0,0,24,5104,
1927-QEWMY,0,0,25,6302,
1663-MHLHE,0,0,44,4629,
5663-QBGIS,0,0,73,6120,
4450-MDZFX,0,0,26,5100,
6701-DHKWQ,0,0,55,4159,
7554-AKDQF,0,0,40,4227,
0794-YVSGE,0,0,76,5265,
5423-BHIXO,0,0,43,4454,
6908-VVYHM,0,0,70,6358,
2959-EEXWB,0,0,64,3937,
1839-UMACK,0,0,55,3756,
3030-YDNRM,0,0,40,5514,
7321-KKSDU,0,0,50,3114,
3402-XRIUO,0,0,36,2136,
8286-AFUYI,0,0,35,5092,
8356-WUAOJ,0,0,63,5669,
8058-DMYRU,0,0,23,5232,
9350-ZXYJC,0,0,63,3808,
8958-JPTRR,0,0,33,5052,
6959-GQEGV,0,0,28,2185,
3173-WSSUE,0,0,52,5921,
1265-HVPZB,0,0,64,6432,
4115-UMJFQ,0,0,32,4043,
7369-TRPFD,0,0,43,2916,
1098-KFQEC,0,0,23,5366,
7190-XHTWJ,0,0,32,4705,
3537-RYBHH,0,0,67,4074,
5296-BFCYD,0,0,24,3392,
9359-JANWS,0,0,50,5657,
3279-DYZQM,0,0,63,5497,
0523-VNGTF,0,0,70,5185,
9575-IWCAZ,0,0,31,5161,
7105-MXJLL,0,0,68,2502,
7064-FRRSW,0,0,78,3061,
7940-UQQUG,0,0,33,5133,
3961-SXAXY,0,0,54,5925,
7010-BRBUU,0,0,23,4264,
3566-HJGPK,0,0,31,3173,
3062-ICYZQ,0,0,20,5457,
9938-PRCVK,0,0,52,2902,
0973-KYVNF,0,0,75,5176,
5129-HHMZC,0,0,53,3110,
9637-CDTKZ,0,0,61,4965,
3946-JEWRQ,0,0,72,4977,
7873-CVMAW,0,0,32,6468,
0463-WZZKO,0,0,30,2406,
4524-QCSSM,0,0,33,4512,
5832-EXGTT,0,0,76,5517,
2039-JONDJ,0,0,80,3616,
7217-JYHOQ,0,0,56,3359,
6695-FRVEC,0,0,73,5356,
9894-QMIMJ,0,0,20,2499,
8069-YQQAJ,0,0,55,3448,
1636-NTNCO,0,0,33,2104,
3466-WAESX,0,0,71,5172,
9281-PKKZE,0,0,47,4818,
3638-VBZTA,0,0,45,4280,
7459-IMVYU,0,0,39,5858,
8563-OYMQY,0,0,23,5687,
0754-EEBDC,0,0,74,2347,
5777-ZPQNC,0,0,38,4628,
1951-IEYXM,0,0,73,4528,
3318-NMQXL,0,0,42,4345,
1022-RKXDR,0,0,42,3089,
2361-FJWNO,0,0,38,5323,
2272-UOINI,0,0,47,3601,
8232-UTFOZ,0,0,59,4328,
3750-YHRYO,0,0,27,2874,
6637-KYRCV,0,0,27,5973,
5668-MEISB,0,0,34,5146,
0129-QMPDR,0,0,59,3093,
7188-CBBBA,0,0,35,6153,
5356-CSVSQ,0,0,24,5277,
3221-CJMSG,0,0,23,2515,
3219-JQRSL,0,0,39,4627,
2801-NISEI,0,0,55,3407,
4623-ZKHLY,0,0,28,3727,
6732-VAILE,0,0,60,6354,
8201-AAXCB,0,0,75,3192,
7696-CFTAT,0,0,28,2745,
1845-CSBRZ,0,0,49,2656,
2123-VSCOT,0,0,52,6225,
2018-QKYGT,0,0,27,4396,
2792-VPPET,0,0,35,5296,
7409-JURKQ,0,0,28,5713,
3247-MHJKM,0,0,72,3586,
1964-SVLEA,0,0,80,2860,
7297-DVYGA,0,0,65,5089,
2239-CGBUZ,0,0,63,4207,
0854-UYHZD,0,0,55,2816,
7243-LCGGZ,0,0,72,3901,
8267-KFGYD,0,0,32,3389,
4890-VMUAV,0,0,36,5342,
9261-WDCAF,0,0,34,2168,
3764-MNMOI,0,0,54,2776,
7442-YGZFK,0,0,79,4796,
8229-BUJHX,0,0,62,4941,
7449-HVPIV,0,0,44,4603,
5504-WSIUR,0,0,33,5327,
8466-PZBLH,0,0,56,4743,
8735-IJJEG,0,0,48,4253,
0564-MUUQK,0,0,73,3186,
0701-RFGFI,0,0,41,6136,
0019-EFAEP,0,0,53,5513,
5619-PTMIK,0,0,72,3358,
3737-XBQDD,0,0,23,2941,
5882-CMAZQ,0,0,21,5100,
5846-QFDFI,0,0,78,3648,
4445-KWOKW,0,0,55,5988,
3511-APPBJ,0,0,62,3515,
7967-HYCDE,0,0,27,4946,
2430-RRYUW,0,0,20,4621,
3723-BFBGR,0,0,25,4330,
5447-WZAFP,0,0,71,5377,
5110-CHOPY,0,0,39,4173,
4425-OWHWB,0,0,77,5811,
7892-QVYKW,0,0,25,3513,
9675-ICXCT,0,0,75,4689,
4703-MQYKT,0,0,22,4562,
5692-ICXLW,0,0,60,3493,
0602-DDUML,0,0,38,4487,
2208-MPXIO,0,0,71,5169,
1960-UYCNN,0,0,23,4810,
3190-FZATL,0,0,71,5770,
7336-RLLRH,0,0,51,4732,
7710-JSYOA,0,0,45,5205,
9885-MFVSU,0,0,46,4577,
0607-MVMGC,0,0,63,2595,
3365-SAIGS,0,0,59,5564,
8022-BECSI,0,0,37,2203,
9993-LHIEB,0,0,59,4792,
0266-CLZKZ,0,0,59,6383,
7020-OZKXZ,0,0,30,3021,
3977-QCRSL,0,0,66,5020,
0017-DINOC,0,0,54,5435,
7639-OPLNG,0,0,27,5085,
1492-QGCLU,0,0,36,5957,
7328-OWMOM,0,0,30,3086,
4418-LZMSV,0,0,47,4749,
5155-AZQPB,0,0,74,5250,
1087-GRUYI,0,0,65,3756,
2546-KZAAT,0,0,59,5211,
0181-RITDD,0,0,43,5298,
5989-PGKJB,0,0,65,3511,
8272-ONJLV,0,0,41,5527,
1488-PBLJN,0,0,33,4055,
0308-GIQJT,0,0,54,4921,
3778-FOAQW,0,0,39,3573,
4452-ROHMO,0,0,38,2722,
3090-LETTY,0,0,78,3172,
5349-AZPEW,0,0,24,2071,
9720-JJJOR,0,0,50,4565,
8100-HZZLJ,0,0,55,4205,
8775-ERLNB,0,0,47,2968,
8309-IEYJD,0,0,25,2576,
7398-HPYZQ,0,0,23,5007,
3546-GHEAE,0,0,42,2600,
7361-YPXFS,0,0,37,3820,
6557-BZXLQ,0,0,63,5610,
2550-QHZGP,0,0,71,4271,
7519-JTWQH,0,0,33,4803,
2538-OIMXF,0,0,55,3065,
8543-MSDMF,0,0,24,5528,
1170-SASML,0,0,62,5976,
4872-JCVCA,0,0,22,4795,
5346-BZCHP,0,0,57,6408,
2038-LLMLM,0,0,78,4304,
1216-BGTSP,0,0,33,5093,
4138-NAXED,0,0,34,4121,
0744-BIKKF,0,0,67,4621,
7483-IQWIB,0,0,42,3462,
5248-KWLAR,0,0,28,6483,
7996-MHXLW,0,0,61,6141,
7833-PKIHD,0,0,52,6385,
7061-OVMIM,0,0,50,5203,
5153-RTHKF,0,0,78,3818,
1852-QSWCD,0,0,55,6281,
4832-VRBMR,0,0,51,6441,
9079-LWTFD,0,0,27,2508,
3392-EHMNK,0,0,58,4803,
5986-WWXDV,0,0,68,2607,
3061-BCKYI,0,0,34,3854,
7901-TBKJX,0,0,65,5514,
7228-PAQPD,0,0,58,5718,
7746-QYVCO,0,0,55,2464,
5804-HYIEZ,0,0,30,4583,
9919-FZDED,0,0,63,4671,
5934-TSSAU,0,0,49,5903,
3486-KHMLI,0,0,54,5403,
6784-XYJAE,0,0,25,4770,
3933-DQPWX,0,0,49,5174,
6661-EIPZC,0,0,36,3194,
8957-THMOA,0,0,27,4263,
2251-PYLPB,0,0,55,4766,
5555-RNPGT,0,0,36,5212,
1057-FOGLZ,0,0,20,4333,
8087-LGYHQ,0,0,42,3475,
4137-BTIKL,0,0,60,4766,
2190-BCXEC,0,0,45,5257,
6227-FBDXH,0,0,56,4237,
2911-WDXMV,0,0,37,5334,
7206-PQBBZ,0,0,29,2848,
4547-FZJWE,0,0,77,5712,
7422-WNBTY,0,0,40,3348,
0842-IWYCP,0,0,44,2626,
3521-HTQTV,0,0,46,2026,
3744-ZBHON,0,0,24,4369,
3373-DIUUN,0,0,70,3047,
8383-SGHJU,0,0,38,2853,
7607-QKKTJ,0,0,27,2719,
7707-PYBBH,0,0,52,2520,
8984-HPEMB,0,0,73,4296,
4139-DETXS,0,0,45,5265,
9779-DPNEJ,0,0,42,4732,
9805-FILKB,0,0,68,2325,
5793-YOLJN,0,0,24,5046,
0673-IGUQO,0,0,38,4845,
4123-FCVCB,0,0,70,5942,
8819-IMISP,0,0,49,4684,
8311-UEUAB,0,0,69,5420,
5858-EAFCZ,0,0,74,3498,
1163-ONYEY,0,0,61,2748,
