customer_id,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,total_charges
5960-MVTUK,0,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,29.75,96.85
6817-WTYHE,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),44.9,111.05
3082-VQXNH,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,0,Credit card (automatic),29.8,94.4
4931-TRZWN,1,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,71.95,923.85
0750-EKNGL,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.75,141.1
7669-LCRSD,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,1,Mailed check,56.3,628.65
3567-PQTSO,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,105.25,5576.3
8043-PNYSD,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.55,1245.6
9938-EKRGF,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,0,Mailed check,84.45,1287.85
2703-AMTUL,1,No,DSL,Yes,Yes,No,No,No,No,One year,0,Mailed check,53.65,1939.35
0928-JMXNP,0,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,29.9,118.25
8173-RXAYP,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.7,452.55
4825-XJGDM,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,0,Credit card (automatic),43.7,2696.55
5402-HTOTQ,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,55.3,875.35
6734-JDTTV,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),19.85,1267.05
7850-THJMU,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.65,494.9
3890-RTCMS,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,49.45,799.0
3717-FDJFU,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.45,106.9
3665-JATSN,0,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,39.7,710.05
7966-YOTQW,1,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),54.5,568.2
8853-TZDGH,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),111.6,8012.75
4324-BZCKL,1,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,1,Mailed check,55.55,551.3
6924-TDGMT,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,20.55,184.95
1536-YHDOE,1,Yes,DSL,Yes,No,No,Yes,No,No,One year,1,Mailed check,62.1,1096.65
8123-QBNAZ,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),104.5,3684.95
3629-ZNKXA,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,101.8,1752.45
4827-LTQRJ,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,1,Credit card (automatic),110.6,7210.85
7711-YIJWC,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,0,Bank transfer (automatic),84.9,5264.5
5482-VXSXJ,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Mailed check,93.2,2157.3
7365-BVCJH,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,24.4,24.4
9620-ENEJV,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),70.55,433.95
2378-YIZKA,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),85.0,5607.75
0689-DSXGL,1,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,0,Bank transfer (automatic),85.8,4433.3
6818-DJXAA,1,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,1,Electronic check,91.1,964.35
0464-WJTKO,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.1,1460.85
8902-ZEOVF,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.05,951.55
6778-EICRF,1,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,0,Mailed check,74.8,1821.2
2662-NNTDK,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),24.8,1600.95
4132-KALRO,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Mailed check,100.85,399.25
2874-YXVVA,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,105.1,3634.8
1245-HARPS,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.4,292.4
4323-ELYYB,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.0,218.55
4293-ETKAP,1,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),79.4,5071.9
6064-PUPMC,1,No,DSL,Yes,No,No,Yes,No,No,One year,0,Credit card (automatic),57.2,1423.35
6504-VBLFL,1,No,DSL,Yes,Yes,Yes,No,No,No,Two year,0,Electronic check,58.6,3068.6
6322-PJJDJ,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,1,Electronic check,94.8,4690.65
0330-BGYZE,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,0,Bank transfer (automatic),102.5,6157.6
1085-LDWAM,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),20.35,1442.65
7586-ZATGZ,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,84.9,3369.05
7197-VOJMM,1,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,1,Credit card (automatic),69.2,4671.65
1843-TLSGD,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.85,272.35
9626-VFRGG,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),88.5,3645.05
7075-BNDVQ,0,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,0,Mailed check,35.0,135.75
9143-CANJF,1,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Electronic check,55.15,1319.85
7284-BUYEC,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),50.95,229.4
2041-JIJCI,1,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,64.0,370.25
4900-MSOMT,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Bank transfer (automatic),80.2,5714.2
2229-VWQJH,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,1,Credit card (automatic),49.3,1233.25
9194-GFVOI,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),84.35,3571.6
1336-EZFZY,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.05,83.3
4282-MSACW,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),117.2,8035.95
1403-LKLIK,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.1,579.4
0136-IFMYD,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,109.95,7634.25
5144-TVGLP,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,94.75,3653.0
9643-AVVWI,1,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,1,Electronic check,80.0,241.3
0253-ZTEOB,1,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,0,Electronic check,79.65,3870.3
2706-QZIHY,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.2,387.9
6061-PQHMK,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.9,527.5
6137-MFAJN,0,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,44.8,2104.55
9122-UMROB,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.3,20.3
4232-JGKIY,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.2,19.2
2402-TAIRZ,1,No,Fiber optic,No,Yes,Yes,No,No,No,One year,0,Electronic check,80.05,3019.1
9659-ZTWSM,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),107.35,7051.95
9139-TWBAS,0,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,0,Bank transfer (automatic),47.85,1190.5
6685-GBWJZ,1,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,0,Credit card (automatic),70.8,4448.8
2195-VVRJF,1,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),59.1,1011.05
3913-RDSJZ,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.55,1714.95
4203-QGNZA,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.25,535.35
5043-TRZWM,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,75.55,75.55
9494-BDNNC,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,0,Electronic check,95.3,6273.4
1640-PLFMP,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.25,70.25
5366-OBVMR,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,50.3,908.75
4573-JKNAE,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.35,212.3
9817-APLHW,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,25.0,316.2
8380-MQINP,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.3,1079.05
0840-DFEZH,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.35,564.65
8690-ZVLCL,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),88.0,6161.9
1125-SNVCK,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,43.8,2106.05
0384-LPITE,0,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,0,Credit card (automatic),62.05,2511.55
4616-EWBNJ,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.1,318.6
1335-HQMKX,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,101.35,7323.15
2545-EBUPK,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.05,186.05
6923-AQONU,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.9,454.0
2172-EJXVF,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,105.9,7521.95
4536-PLEQY,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Credit card (automatic),85.05,999.8
7029-IJEJK,0,No phone service,DSL,Yes,No,No,Yes,No,Yes,One year,0,Bank transfer (automatic),44.1,2369.7
8871-JLMHM,1,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,0,Credit card (automatic),90.2,6297.65
5447-VYTKW,1,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Mailed check,53.45,1461.45
3623-FQBOX,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.95,416.4
8659-HDIYE,1,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,0,Credit card (automatic),74.65,4869.35
3474-BAFSJ,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),57.5,3265.95
3865-ZFZIB,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.65,358.15
1855-AGAWH,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,93.8,2939.8
7109-CQYUZ,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Mailed check,89.25,4652.4
1370-GGAWX,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,1,Electronic check,94.15,4408.45
4680-KUTAJ,1,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,55.6,580.8
5307-UVGNB,0,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,1,Bank transfer (automatic),48.7,2495.2
2883-ILGWO,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),104.9,5913.95
3642-BYHDO,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.9,1389.35
9629-NHXFW,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.4,19.4
2696-RZVZW,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.05,1629.2
5766-FTRTS,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Mailed check,84.45,6033.1
0396-HUJBP,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.3,44.4
8879-ZKJOF,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),79.85,3320.75
6285-FTQBF,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.55,1867.7
1474-JUWSM,1,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,1,Electronic check,68.4,3972.25
3530-CRZSB,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.65,155.9
8498-XXGWA,1,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,1,Mailed check,55.15,3673.15
9617-INGJY,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.6,70.6
0621-TSSMU,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.95,1126.75
7234-KMNRQ,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.0,73.45
7636-PEPNS,1,No,DSL,No,No,No,No,No,No,One year,1,Mailed check,44.1,2413.05
4683-WYDOU,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),107.6,6912.7
9052-DHNKM,1,Yes,DSL,Yes,Yes,No,No,No,No,One year,0,Electronic check,61.55,1581.95
6794-HKIAJ,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),90.7,5586.45
5578-NKCXI,1,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,0,Credit card (automatic),99.25,5846.65
1642-HMARX,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,91.7,6424.7
3096-WPXBT,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,1,Credit card (automatic),100.7,6018.65
8434-PNQZX,1,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),78.45,3373.4
5950-AAAGJ,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Bank transfer (automatic),84.3,1537.9
4299-OPXEJ,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),19.55,1080.55
9618-LFJRU,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.45,82.85
6693-DJWTY,1,No,DSL,Yes,Yes,No,No,No,No,One year,0,Credit card (automatic),55.6,2016.45
0744-GKNGE,1,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,1,Bank transfer (automatic),86.8,5327.25
6447-EGDIV,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.95,683.25
1167-OYZJF,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.05,1263.05
4806-DXQCE,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,113.65,7714.65
4854-SSLTN,1,No,DSL,Yes,Yes,No,Yes,No,No,Two year,0,Mailed check,59.5,130.5
5294-DMSFH,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),87.8,2621.75
4837-PZTIC,0,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,0,Mailed check,41.9,1875.25
0603-OLQDC,1,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,1,Mailed check,69.85,837.5
3272-VUHPV,1,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),56.3,401.5
4176-FXYBO,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,109.55,6118.95
1063-DHQJF,1,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,1,Mailed check,92.15,6480.9
8663-UPDGF,1,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),69.5,1800.05
6719-FGEDO,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,1,Bank transfer (automatic),97.0,7104.2
1837-YQUCE,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),58.35,4214.25
0369-ZGOVK,1,No,Fiber optic,No,No,No,No,No,No,One year,1,Bank transfer (automatic),70.4,1992.2
9919-KNPOO,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.3,1948.35
7872-BAAZR,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.55,1007.9
9391-LMANN,1,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,0,Electronic check,95.95,5036.9
8174-TBVCF,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),94.8,6859.05
1698-XFZCI,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,107.75,6521.9
1877-HKBQX,1,No,DSL,Yes,No,No,Yes,No,No,One year,1,Mailed check,54.6,617.85
4450-DLLMH,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),71.3,157.75
0428-AXXLJ,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),19.5,516.3
2746-DIJLO,1,Yes,DSL,No,Yes,No,No,No,No,One year,1,Credit card (automatic),56.3,2364.0
3508-VLHCZ,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),90.55,6239.05
4086-ATNFV,1,No,DSL,Yes,Yes,Yes,No,No,No,One year,1,Mailed check,60.8,2042.05
0468-YRPXN,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),98.8,2807.1
5996-NRVXR,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,1,Credit card (automatic),98.15,4116.8
3739-YBWAB,0,No phone service,DSL,Yes,No,Yes,No,No,No,One year,0,Mailed check,35.35,1317.95
7047-FWEYA,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Electronic check,103.15,4594.65
2000-MPKCA,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,107.75,6332.75
9762-YAQAA,1,Yes,Fiber optic,No,Yes,No,No,No,No,One year,0,Credit card (automatic),81.4,3213.75
5473-KHBPS,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,1,Credit card (automatic),95.7,4976.15
0100-DUVFC,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,104.8,7308.95
5397-TUPSH,1,No,Fiber optic,No,No,No,No,No,No,One year,1,Bank transfer (automatic),70.95,4555.2
8950-MTZNV,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,44.95,44.95
0326-VDYXE,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,97.65,6982.5
6773-LQTVT,0,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,1,Mailed check,35.65,1025.15
0436-TWFFZ,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Mailed check,85.25,5714.2
8566-YPRGL,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.5,19.5
6609-MXJHJ,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,25.1,789.55
2669-OIDSD,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),100.05,4834.0
8400-WZICQ,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Electronic check,55.7,3131.8
9576-SYUHJ,1,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,1,Electronic check,91.15,3369.25
0410-IPFTY,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),83.85,2674.15
2831-EBWRN,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,45.9,199.75
9430-NKQLY,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.1,1790.8
0247-SLUJI,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.7,19.7
9402-ORRAH,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,91.5,1400.3
6483-OATDN,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),51.3,411.6
1293-HHSHJ,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,21.1,741.0
4840-ORQXB,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,104.75,5841.35
3982-DQLUS,1,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,1,Electronic check,85.75,5688.45
8610-ZIKJJ,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.3,31.9
3756-VNWDH,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,1,Electronic check,100.75,6674.65
7801-KICAO,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.15,1345.75
7673-LPRNY,1,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,1,Electronic check,78.55,1843.05
6060-QBMGV,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.85,1433.8
7339-POGZN,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,50.7,214.55
2828-SLQPF,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),45.0,865.85
4465-VDKIQ,1,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,0,Electronic check,77.8,1358.6
2921-XWDJH,1,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,1,Electronic check,83.45,3147.15
2558-BUOZZ,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,0,Bank transfer (automatic),94.8,4535.85
9257-AZMTZ,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.1,1078.75
0003-MKNFE,1,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,0,Mailed check,59.9,542.4
0975-UYDTX,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),90.1,2312.55
4682-BLBUC,1,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,1,Electronic check,70.95,3250.45
0975-VOOVL,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,0,Mailed check,29.2,98.5
5968-VXZLG,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),46.6,87.9
5201-FRKKS,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),74.3,1952.25
9799-CAYJJ,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.3,153.8
5443-SCMKX,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,1,Electronic check,94.3,5610.15
8295-KMENE,1,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,1,Mailed check,76.45,4519.5
6738-ISCBM,0,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,1,Electronic check,54.0,2440.25
9821-BESNZ,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Electronic check,104.25,6860.6
3678-MNGZX,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.95,1377.7
1335-NTIUC,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,24.95,190.25
2916-BQZLN,1,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,1,Electronic check,84.75,1651.95
4558-CGYCZ,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.75,78.3
2368-GAKKQ,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),113.65,7939.25
8710-YGLWG,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,44.9,44.9
3199-XGZCY,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.25,576.7
3785-KTYSH,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.6,1279.0
6814-ZPWFQ,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),25.0,1260.7
4063-EIKNQ,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),20.95,267.35
6993-YCOBK,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Electronic check,110.6,6586.85
5206-HPJKM,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),55.5,934.15
8393-JMVMB,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.45,19.45
